# Version 1.00
#
freq[Hz];re:Trc1_S11;im:Trc1_S11;
1.124600000000000E+09;-3.610198566882355E-01;-2.767507414461244E-01;
1.126000000000000E+09;-3.648875784692096E-01;-2.838910736541171E-01;
1.127400000000000E+09;-3.670548526249203E-01;-2.847287117351175E-01;
1.128800000000000E+09;-3.711486171741879E-01;-2.871529297469900E-01;
1.130200000000000E+09;-3.792459600020733E-01;-2.852528781936257E-01;
1.131600000000000E+09;-3.851896364450748E-01;-2.792165149502430E-01;
1.133000000000000E+09;-3.882257944204152E-01;-2.718680387079289E-01;
1.134400000000000E+09;-3.882371870628836E-01;-2.650263407853411E-01;
1.135800000000000E+09;-3.857894071666682E-01;-2.602156106854248E-01;
1.137200000000000E+09;-3.837398185784796E-01;-2.608131464610843E-01;
1.138600000000000E+09;-3.877026715596881E-01;-2.648033669797875E-01;
1.140000000000000E+09;-3.985205042580343E-01;-2.644848312993484E-01;
1.141400000000000E+09;-4.088807515353778E-01;-2.550999179023665E-01;
1.142800000000000E+09;-4.121028459939547E-01;-2.441158321611173E-01;
1.144200000000000E+09;-4.139131696674542E-01;-2.357919937974063E-01;
1.145600000000000E+09;-4.148388070320028E-01;-2.266708554741920E-01;
1.147000000000000E+09;-4.119093658244974E-01;-2.197823109056003E-01;
1.148400000000000E+09;-4.109695479930092E-01;-2.192357651280118E-01;
1.149800000000000E+09;-4.158787064253837E-01;-2.184370665940227E-01;
1.151200000000000E+09;-4.239901534644060E-01;-2.137917790387983E-01;
1.152600000000000E+09;-4.317619497210381E-01;-2.042170808504417E-01;
1.154000000000000E+09;-4.358641070196629E-01;-1.922663668767337E-01;
1.155400000000000E+09;-4.376422421393272E-01;-1.808657254368800E-01;
1.156800000000000E+09;-4.373218675785333E-01;-1.701244223039932E-01;
1.158200000000000E+09;-4.363304932901724E-01;-1.613817790742672E-01;
1.159600000000000E+09;-4.364506338166754E-01;-1.537246864633169E-01;
1.161000000000000E+09;-4.375163900013384E-01;-1.453299634774466E-01;
1.162400000000000E+09;-4.374014206375000E-01;-1.359662486267440E-01;
1.163800000000000E+09;-4.395076320083421E-01;-1.273691229395874E-01;
1.165200000000000E+09;-4.405526215445991E-01;-1.165200244714810E-01;
1.166600000000000E+09;-4.404667365495211E-01;-1.041705178180758E-01;
1.168000000000000E+09;-4.376742922571376E-01;-9.002370027532566E-02;
1.169400000000000E+09;-4.301689123875075E-01;-7.811682511795269E-02;
1.170800000000000E+09;-4.227465741383266E-01;-7.041679726462347E-02;
1.172200000000000E+09;-4.170857237694504E-01;-6.470993422820709E-02;
1.173600000000000E+09;-4.118916478541276E-01;-5.845273511273555E-02;
1.175000000000000E+09;-4.070492455205588E-01;-5.342621871039641E-02;
1.176400000000000E+09;-4.033692914427655E-01;-4.961549961935510E-02;
1.177800000000000E+09;-4.011944747994219E-01;-4.674360057890631E-02;
1.179200000000000E+09;-4.013772612720743E-01;-4.351108631157492E-02;
1.180600000000000E+09;-4.052259034341201E-01;-3.844914691841469E-02;
1.182000000000000E+09;-4.097898552203488E-01;-2.743626989321812E-02;
1.183400000000000E+09;-4.109063511271308E-01;-1.131353389467305E-02;
1.184800000000000E+09;-4.057140102034287E-01;6.848250294759053E-03;
1.186200000000000E+09;-3.939158555378763E-01;2.229741710726397E-02;
1.187600000000000E+09;-3.790572971023914E-01;3.289615626366260E-02;
1.189000000000000E+09;-3.640307714977202E-01;3.850243066441973E-02;
1.190400000000000E+09;-3.501011718546850E-01;4.127272609043909E-02;
1.191800000000000E+09;-3.350050031832631E-01;4.142405373916411E-02;
1.193200000000000E+09;-3.208827073466754E-01;3.284771992522053E-02;
1.194600000000000E+09;-3.195342926377325E-01;1.921461192516129E-02;
1.196000000000000E+09;-3.274790156706722E-01;1.459629705186766E-02;
1.197400000000000E+09;-3.342277965567466E-01;1.895988110151689E-02;
1.198800000000000E+09;-3.364010454258797E-01;2.713298762892939E-02;
1.200200000000000E+09;-3.347753688736886E-01;3.514966158443786E-02;
1.201600000000000E+09;-3.310271353040613E-01;4.172475034291219E-02;
1.203000000000000E+09;-3.265662748327482E-01;4.686868811258981E-02;
1.204400000000000E+09;-3.227868510247603E-01;5.037220554452883E-02;
1.205800000000000E+09;-3.202408535401143E-01;5.348142495354227E-02;
1.207200000000000E+09;-3.197997025799079E-01;5.695155627886258E-02;
1.208600000000000E+09;-3.212911231399572E-01;6.238801446875258E-02;
1.210000000000000E+09;-3.232602802498521E-01;7.228505595955759E-02;
1.211400000000000E+09;-3.227216375411151E-01;8.798033947631792E-02;
1.212800000000000E+09;-3.147547311541486E-01;1.076971439414228E-01;
1.214200000000000E+09;-2.972096412790130E-01;1.272086437979224E-01;
1.215600000000000E+09;-2.687559959046258E-01;1.420476564955916E-01;
1.217000000000000E+09;-2.273841665696944E-01;1.450845901260658E-01;
1.218400000000000E+09;-1.805064021637206E-01;1.161366602122235E-01;
1.219800000000000E+09;-1.718773261782396E-01;5.633475481157765E-02;
1.221200000000000E+09;-2.035077848910983E-01;2.331054727629515E-02;
1.222600000000000E+09;-2.300519334367043E-01;1.864315039813878E-02;
1.224000000000000E+09;-2.477543162071882E-01;2.060599696664977E-02;
1.225400000000000E+09;-2.626196683059229E-01;2.591896645111138E-02;
1.226800000000000E+09;-2.744613615968316E-01;3.507056484029341E-02;
1.228200000000000E+09;-2.818666267701505E-01;4.747046338708802E-02;
1.229600000000000E+09;-2.844392358471402E-01;6.039896927325815E-02;
1.231000000000000E+09;-2.823942764422343E-01;7.261472273248397E-02;
1.232400000000000E+09;-2.777734531716587E-01;8.200481844964287E-02;
1.233800000000000E+09;-2.720651091982947E-01;8.859924466063243E-02;
1.235200000000000E+09;-2.668171959277282E-01;9.343825301061230E-02;
1.236600000000000E+09;-2.615852210363992E-01;9.749694830580097E-02;
1.238000000000000E+09;-2.554175839865950E-01;1.003032994928247E-01;
1.239400000000000E+09;-2.500540336373328E-01;1.008075262243059E-01;
1.240800000000000E+09;-2.468294021435831E-01;1.004252293821667E-01;
1.242200000000000E+09;-2.448685571882760E-01;1.011427404058022E-01;
1.243600000000000E+09;-2.426776811303929E-01;1.035993727690990E-01;
1.245000000000000E+09;-2.383113793011218E-01;1.067109435716697E-01;
1.246400000000000E+09;-2.306458370236092E-01;1.080376499266489E-01;
1.247800000000000E+09;-2.213361441411360E-01;1.044398206729976E-01;
1.249200000000000E+09;-2.153390949792118E-01;9.463115992487374E-02;
1.250600000000000E+09;-2.160420970562154E-01;8.355373346768398E-02;
1.252000000000000E+09;-2.207483326688848E-01;7.493027248756029E-02;
1.253400000000000E+09;-2.275358971033545E-01;6.762256562136516E-02;
1.254800000000000E+09;-2.377984301247158E-01;6.291047240433154E-02;
1.256200000000000E+09;-2.481558239446749E-01;6.343065368092525E-02;
1.257600000000000E+09;-2.538572241957153E-01;6.630458489106886E-02;
1.259000000000000E+09;-2.559610957825674E-01;6.371601012662385E-02;
1.260400000000000E+09;-2.648917105554358E-01;5.512112373832729E-02;
1.261800000000000E+09;-2.839499863146491E-01;5.051200364234584E-02;
1.263200000000000E+09;-3.046838429096178E-01;5.604471397356617E-02;
1.264600000000000E+09;-3.217511733563696E-01;6.748193549607766E-02;
1.266000000000000E+09;-3.344890035965458E-01;8.133228651362336E-02;
1.267400000000000E+09;-3.447255565804332E-01;9.556723109161283E-02;
1.268800000000000E+09;-3.538858768900957E-01;1.107999472703821E-01;
1.270200000000000E+09;-3.613984174006592E-01;1.278164972760981E-01;
1.271600000000000E+09;-3.655260368966147E-01;1.464957413925844E-01;
1.273000000000000E+09;-3.645956829990993E-01;1.651148607303522E-01;
1.274400000000000E+09;-3.596976068761865E-01;1.795469501321926E-01;
1.275800000000000E+09;-3.554399154530442E-01;1.881509235133196E-01;
1.277200000000000E+09;-3.561624327543607E-01;1.946915616100217E-01;
1.278600000000000E+09;-3.603544337531469E-01;2.042570437503130E-01;
1.280000000000000E+09;-3.643096255669625E-01;2.176397710616271E-01;
1.281400000000000E+09;-3.662900799130064E-01;2.329074859061095E-01;
1.282800000000000E+09;-3.657734468901381E-01;2.504331371655453E-01;
1.284200000000000E+09;-3.604949905605908E-01;2.691900398709736E-01;
1.285600000000000E+09;-3.486379058795812E-01;2.844847813948643E-01;
1.287000000000000E+09;-3.348967404337755E-01;2.916233337470259E-01;
1.288400000000000E+09;-3.250240247693093E-01;2.917457833159477E-01;
1.289800000000000E+09;-3.219017576722222E-01;2.889402974748717E-01;
1.291200000000000E+09;-3.263218082800177E-01;2.875232823150461E-01;
1.292600000000000E+09;-3.360985124751591E-01;2.916816447285335E-01;
1.294000000000000E+09;-3.460967433231484E-01;3.031731933949855E-01;
1.295400000000000E+09;-3.522102980022649E-01;3.194616332761175E-01;
1.296800000000000E+09;-3.542352298926429E-01;3.371545435043918E-01;
1.298200000000000E+09;-3.534123567538248E-01;3.538575314392942E-01;
1.299600000000000E+09;-3.523015430803355E-01;3.700428144468543E-01;
1.301000000000000E+09;-3.497410002049228E-01;3.874254032999933E-01;
1.302400000000000E+09;-3.447153400140106E-01;4.052432098361474E-01;
1.303800000000000E+09;-3.371936049226798E-01;4.213815789342678E-01;
1.305200000000000E+09;-3.286660936089393E-01;4.348437990974092E-01;
1.306600000000000E+09;-3.223027510791893E-01;4.457545027818337E-01;
1.308000000000000E+09;-3.194375190490676E-01;4.580206794252580E-01;
1.309400000000000E+09;-3.171872972607971E-01;4.750067867345033E-01;
1.310800000000000E+09;-3.112155466378388E-01;4.960492324472549E-01;
1.312200000000000E+09;-2.999934171061676E-01;5.180979653744646E-01;
1.313600000000000E+09;-2.835268268811185E-01;5.386125755382415E-01;
1.315000000000000E+09;-2.622628079902026E-01;5.562398171201947E-01;
1.316400000000000E+09;-2.367561790493451E-01;5.689275413410577E-01;
1.317800000000000E+09;-2.083980653614708E-01;5.733433968228577E-01;
1.319200000000000E+09;-1.818436985552503E-01;5.669673996670652E-01;
1.320600000000000E+09;-1.669211448977735E-01;5.514338064114084E-01;
1.322000000000000E+09;-1.649942534679192E-01;5.399510738076156E-01;
1.323400000000000E+09;-1.652955008692938E-01;5.359200008278350E-01;
1.324800000000000E+09;-1.670832129981991E-01;5.317982163516392E-01;
1.326200000000000E+09;-1.757452506225820E-01;5.315843526081405E-01;
1.327600000000000E+09;-1.853248510500833E-01;5.414578399102206E-01;
1.329000000000000E+09;-1.886595556159356E-01;5.569312604270562E-01;
1.330400000000000E+09;-1.872122376723328E-01;5.717466095568036E-01;
1.331800000000000E+09;-1.860115045639879E-01;5.854779420084590E-01;
1.333200000000000E+09;-1.854070229922674E-01;6.020558097945177E-01;
1.334600000000000E+09;-1.817649843162975E-01;6.223985282277270E-01;
1.336000000000000E+09;-1.732861425400115E-01;6.438391192329052E-01;
1.337400000000000E+09;-1.606177530680820E-01;6.637350445245414E-01;
1.338800000000000E+09;-1.452931418045292E-01;6.815972423695226E-01;
1.340200000000000E+09;-1.284866274306329E-01;6.972058273976195E-01;
1.341600000000000E+09;-1.107253433736733E-01;7.109123684110088E-01;
1.343000000000000E+09;-9.266096926938727E-02;7.230389586828724E-01;
1.344400000000000E+09;-7.399366136779087E-02;7.339082199351538E-01;
1.345800000000000E+09;-5.460659484237020E-02;7.432679744566223E-01;
1.347200000000000E+09;-3.505220342960024E-02;7.509937857984005E-01;
1.348600000000000E+09;-1.540731564816089E-02;7.570771527249232E-01;
1.350000000000000E+09;3.865087237300221E-03;7.616512478854258E-01;
1.351400000000000E+09;2.244273250947345E-02;7.645704763685423E-01;
1.352800000000000E+09;3.982272253806216E-02;7.663151887175618E-01;
1.354200000000000E+09;5.520626469153867E-02;7.670563758707746E-01;
1.355600000000000E+09;6.889616718722039E-02;7.688916963586996E-01;
1.357000000000000E+09;8.190640169642147E-02;7.724472779178325E-01;
1.358400000000000E+09;9.590324734911963E-02;7.774979403645356E-01;
1.359800000000000E+09;1.116263849772285E-01;7.827295150775704E-01;
1.361200000000000E+09;1.287880473123764E-01;7.872160913891871E-01;
1.362600000000000E+09;1.469088079506864E-01;7.906852073194373E-01;
1.364000000000000E+09;1.653760874811474E-01;7.925079094600196E-01;
1.365400000000000E+09;1.840703354454001E-01;7.929707157352457E-01;
1.366800000000000E+09;2.024451978374950E-01;7.917066824878467E-01;
1.368200000000000E+09;2.196551722137908E-01;7.893460968334519E-01;
1.369600000000000E+09;2.353636891417180E-01;7.864923222709195E-01;
1.371000000000000E+09;2.498470406883489E-01;7.837412962472435E-01;
1.372400000000000E+09;2.635689391924614E-01;7.820122812531680E-01;
1.373800000000000E+09;2.779126117270131E-01;7.812127848799104E-01;
1.375200000000000E+09;2.937557631479764E-01;7.797550174705310E-01;
1.376600000000000E+09;3.100115456790739E-01;7.771975726508005E-01;
1.378000000000000E+09;3.259707364357504E-01;7.732379352661852E-01;
1.379400000000000E+09;3.407702862793354E-01;7.686499608544047E-01;
1.380800000000000E+09;3.551233333659978E-01;7.631965155611093E-01;
1.382200000000000E+09;3.683102179758439E-01;7.576434263299290E-01;
1.383600000000000E+09;3.805363254040973E-01;7.522814769206726E-01;
1.385000000000000E+09;3.920872000876937E-01;7.470875819885160E-01;
1.386400000000000E+09;4.037989104076330E-01;7.424989138517292E-01;
1.387800000000000E+09;4.148816910552863E-01;7.380121408315455E-01;
1.389200000000000E+09;4.262281715790155E-01;7.340231281079087E-01;
1.390600000000000E+09;4.381432568162110E-01;7.303711295790368E-01;
1.392000000000000E+09;4.502600306386009E-01;7.263278958851246E-01;
1.393400000000000E+09;4.625617792520165E-01;7.217018746810278E-01;
1.394800000000000E+09;4.751864854602713E-01;7.162543496907223E-01;
1.396200000000000E+09;4.874021145978363E-01;7.105763046366717E-01;
1.397600000000000E+09;4.992140619306814E-01;7.038672865510821E-01;
1.399000000000000E+09;5.102518318750567E-01;6.963115543581235E-01;
1.400400000000000E+09;5.200494416985192E-01;6.894461779359442E-01;
1.401800000000000E+09;5.295295116716576E-01;6.835743241449939E-01;
1.403200000000000E+09;5.393116340600966E-01;6.778522319167002E-01;
