# Version 1.00
#
freq[Hz];re:Trc1_S11;im:Trc1_S11;
1.145600000000000E+09;-9.436185842340555E-01;1.660713042678940E-01;
1.147000000000000E+09;-9.373571081673889E-01;1.943717489974417E-01;
1.148400000000000E+09;-9.295668467113800E-01;2.225829427865771E-01;
1.149800000000000E+09;-9.205461984658878E-01;2.511636209324175E-01;
1.151200000000000E+09;-9.098718689399377E-01;2.798010163229015E-01;
1.152600000000000E+09;-8.977469335707843E-01;3.084309059297847E-01;
1.154000000000000E+09;-8.836048121459660E-01;3.381391980981757E-01;
1.155400000000000E+09;-8.653889104088840E-01;3.671564970984694E-01;
1.156800000000000E+09;-8.446259382264135E-01;3.937135917288764E-01;
1.158200000000000E+09;-8.219572389370515E-01;4.186072175473258E-01;
1.159600000000000E+09;-7.962515973188656E-01;4.426067471956071E-01;
1.161000000000000E+09;-7.651246007823964E-01;4.647521764306229E-01;
1.162400000000000E+09;-7.262635781382117E-01;4.802278458482553E-01;
1.163800000000000E+09;-6.797706083423087E-01;4.809623694514957E-01;
1.165200000000000E+09;-6.363104366758813E-01;4.527132708532468E-01;
1.166600000000000E+09;-6.318796142322884E-01;3.946014780520263E-01;
1.168000000000000E+09;-6.866356954581029E-01;3.633144720623184E-01;
1.169400000000000E+09;-7.429094773215632E-01;3.926030284981818E-01;
1.170800000000000E+09;-7.657348905770637E-01;4.456667896060145E-01;
1.172200000000000E+09;-7.647912863331102E-01;4.965027364961968E-01;
1.173600000000000E+09;-7.520081500485568E-01;5.402605852782049E-01;
1.175000000000000E+09;-7.337152362725797E-01;5.781662679870662E-01;
1.176400000000000E+09;-7.122900681597594E-01;6.111013689795671E-01;
1.177800000000000E+09;-6.892465814673558E-01;6.405870921446868E-01;
1.179200000000000E+09;-6.649018825647917E-01;6.673977196689078E-01;
1.180600000000000E+09;-6.398701311748357E-01;6.918557866148788E-01;
1.182000000000000E+09;-6.138240667799372E-01;7.140282992754928E-01;
1.183400000000000E+09;-5.871023630946286E-01;7.339494032824938E-01;
1.184800000000000E+09;-5.601850501921456E-01;7.524049099799639E-01;
1.186200000000000E+09;-5.334363530854548E-01;7.688885903516698E-01;
1.187600000000000E+09;-5.078271753499266E-01;7.848342218064076E-01;
1.189000000000000E+09;-4.818297251441543E-01;7.998873737007676E-01;
1.190400000000000E+09;-4.553888199434758E-01;8.149028976076591E-01;
1.191800000000000E+09;-4.284210568574024E-01;8.290634411016323E-01;
1.193200000000000E+09;-4.016518412783959E-01;8.425740264620898E-01;
1.194600000000000E+09;-3.743775600807426E-01;8.557431257543021E-01;
1.196000000000000E+09;-3.465581684191638E-01;8.697080742516369E-01;
1.197400000000000E+09;-3.163797400041691E-01;8.832432880454216E-01;
1.198800000000000E+09;-2.840702093753149E-01;8.956455420791354E-01;
1.200200000000000E+09;-2.500962741180947E-01;9.056564592524489E-01;
1.201600000000000E+09;-2.158211476922425E-01;9.130477618818156E-01;
1.203000000000000E+09;-1.810236790025152E-01;9.183162622338831E-01;
1.204400000000000E+09;-1.462881377185157E-01;9.218773999128868E-01;
1.205800000000000E+09;-1.117972589767081E-01;9.235639716602605E-01;
1.207200000000000E+09;-7.724278802889008E-02;9.235195509935431E-01;
1.208600000000000E+09;-4.262985701753610E-02;9.217034327512733E-01;
1.210000000000000E+09;-8.827757662246343E-03;9.179075058124456E-01;
1.211400000000000E+09;2.462756749583580E-02;9.117301236760585E-01;
1.212800000000000E+09;5.683825521683873E-02;9.028533972204321E-01;
1.214200000000000E+09;8.596864967409037E-02;8.914659892758590E-01;
1.215600000000000E+09;1.100367948802990E-01;8.797771803822464E-01;
1.217000000000000E+09;1.297187756956464E-01;8.714252662177973E-01;
1.218400000000000E+09;1.485327520963406E-01;8.696503056602978E-01;
1.219800000000000E+09;1.726770956261352E-01;8.740582537813364E-01;
1.221200000000000E+09;2.050962547877499E-01;8.782928176725234E-01;
1.222600000000000E+09;2.427475823297625E-01;8.781952968098595E-01;
1.224000000000000E+09;2.828539401431387E-01;8.721582049999207E-01;
1.225400000000000E+09;3.226233877288808E-01;8.611948780913958E-01;
1.226800000000000E+09;3.613449320949628E-01;8.461653508625516E-01;
1.228200000000000E+09;3.982769535090479E-01;8.286222383206527E-01;
1.229600000000000E+09;4.344999104896173E-01;8.090860951020821E-01;
1.231000000000000E+09;4.696439467170475E-01;7.881633463102701E-01;
1.232400000000000E+09;5.045395582157679E-01;7.651444710154059E-01;
1.233800000000000E+09;5.392233743625813E-01;7.395546227414119E-01;
1.235200000000000E+09;5.735540752167595E-01;7.120871411302394E-01;
1.236600000000000E+09;6.067941888389434E-01;6.811789042883508E-01;
1.238000000000000E+09;6.393906224388877E-01;6.476423773711472E-01;
1.239400000000000E+09;6.702293441525458E-01;6.111736466135523E-01;
1.240800000000000E+09;6.997683753196937E-01;5.716595803458275E-01;
1.242200000000000E+09;7.271358114019774E-01;5.285456282129132E-01;
1.243600000000000E+09;7.516901386762858E-01;4.823495947312939E-01;
1.245000000000000E+09;7.724271235782142E-01;4.334664509059280E-01;
1.246400000000000E+09;7.888020487413238E-01;3.833949175218861E-01;
1.247800000000000E+09;8.025094252271233E-01;3.338297830372053E-01;
1.249200000000000E+09;8.151561733970734E-01;2.844834719296770E-01;
1.250600000000000E+09;8.309309352132619E-01;2.346077304954493E-01;
1.252000000000000E+09;8.505969148192458E-01;1.752622634262272E-01;
1.253400000000000E+09;8.655428149979471E-01;1.018195258907121E-01;
1.254800000000000E+09;8.685934749629919E-01;1.736225369085472E-02;
1.256200000000000E+09;8.555959969945961E-01;-7.610168037146695E-02;
1.257600000000000E+09;8.168537485513737E-01;-1.739260018905185E-01;
1.259000000000000E+09;7.456803111549893E-01;-2.571586794994171E-01;
1.260400000000000E+09;6.613953005150404E-01;-2.999180952723991E-01;
1.261800000000000E+09;6.000719096868369E-01;-3.139201501776661E-01;
1.263200000000000E+09;5.660789512846893E-01;-3.286112686317256E-01;
1.264600000000000E+09;5.444335931743460E-01;-3.628640218419888E-01;
1.266000000000000E+09;5.134150736099529E-01;-4.172144672146803E-01;
1.267400000000000E+09;4.629443452496117E-01;-4.790752024092100E-01;
1.268800000000000E+09;3.920397719017302E-01;-5.370684189666897E-01;
1.270200000000000E+09;3.035459434059227E-01;-5.841860324040610E-01;
1.271600000000000E+09;2.012782440019220E-01;-6.141316477026614E-01;
1.273000000000000E+09;9.096471313052994E-02;-6.210225926506450E-01;
1.274400000000000E+09;-1.770011724960989E-02;-6.001777445330833E-01;
1.275800000000000E+09;-1.098178866596770E-01;-5.529897495464965E-01;
1.277200000000000E+09;-1.694777539978792E-01;-4.959174297219138E-01;
1.278600000000000E+09;-2.029982108015876E-01;-4.577980841916567E-01;
1.280000000000000E+09;-2.420119243053432E-01;-4.463219304953381E-01;
1.281400000000000E+09;-3.042755973994830E-01;-4.397517112772428E-01;
1.282800000000000E+09;-3.831953172599202E-01;-4.176653133425494E-01;
1.284200000000000E+09;-4.652478215781410E-01;-3.741858384526023E-01;
1.285600000000000E+09;-5.395950506879488E-01;-3.108690579599808E-01;
1.287000000000000E+09;-5.987447820941263E-01;-2.341618321718048E-01;
1.288400000000000E+09;-6.394927225274410E-01;-1.541883521159870E-01;
1.289800000000000E+09;-6.712106687634609E-01;-7.973907565024084E-02;
1.291200000000000E+09;-7.019714553482910E-01;-2.053584108946998E-03;
1.292600000000000E+09;-7.213658370382964E-01;8.369635960996574E-02;
1.294000000000000E+09;-7.258263894256957E-01;1.667629231816487E-01;
1.295400000000000E+09;-7.243166229116009E-01;2.428492256501601E-01;
1.296800000000000E+09;-7.200563816957669E-01;3.194720671982760E-01;
1.298200000000000E+09;-7.071094013878036E-01;3.976616505948466E-01;
1.299600000000000E+09;-6.833647400072064E-01;4.723646158668766E-01;
1.301000000000000E+09;-6.518140763883516E-01;5.407417300867130E-01;
1.302400000000000E+09;-6.146126226499539E-01;6.021452250855382E-01;
1.303800000000000E+09;-5.739813048313422E-01;6.563770592928663E-01;
1.305200000000000E+09;-5.307994265595727E-01;7.040790649525027E-01;
1.306600000000000E+09;-4.863148453780164E-01;7.458786739268330E-01;
1.308000000000000E+09;-4.412075312659019E-01;7.820152892778703E-01;
1.309400000000000E+09;-3.962328684196308E-01;8.132302282084410E-01;
1.310800000000000E+09;-3.516040401375286E-01;8.403634955073155E-01;
1.312200000000000E+09;-3.077130030280735E-01;8.634612308868960E-01;
1.313600000000000E+09;-2.643875672635146E-01;8.828921688068387E-01;
1.315000000000000E+09;-2.222090180163025E-01;8.994351889218536E-01;
1.316400000000000E+09;-1.808969189528166E-01;9.129502477187782E-01;
1.317800000000000E+09;-1.407458963755584E-01;9.239200139085169E-01;
1.319200000000000E+09;-1.018395051724360E-01;9.324287235536138E-01;
1.320600000000000E+09;-6.425851045369023E-02;9.387428489129337E-01;
1.322000000000000E+09;-2.770962107156654E-02;9.435567899977721E-01;
1.323400000000000E+09;7.597350323467963E-03;9.469033274430257E-01;
1.324800000000000E+09;4.194269243616625E-02;9.482149515268229E-01;
1.326200000000000E+09;7.469873568773576E-02;9.489403969570259E-01;
1.327600000000000E+09;1.064496118420211E-01;9.475774680925244E-01;
1.329000000000000E+09;1.372771639140341E-01;9.457592735872741E-01;
1.330400000000000E+09;1.669046567685092E-01;9.426225103638812E-01;
1.331800000000000E+09;1.951858936380271E-01;9.387867676035778E-01;
1.333200000000000E+09;2.230290991021740E-01;9.340897083442962E-01;
1.334600000000000E+09;2.495162494904947E-01;9.289017651209567E-01;
1.336000000000000E+09;2.746518704296295E-01;9.228423819147388E-01;
1.337400000000000E+09;2.994479578678198E-01;9.162361230381466E-01;
1.338800000000000E+09;3.230199818025297E-01;9.092031271650405E-01;
1.340200000000000E+09;3.457453657916145E-01;9.019534747963839E-01;
1.341600000000000E+09;3.681224482246215E-01;8.939278887094252E-01;
1.343000000000000E+09;3.890754073520303E-01;8.856545719286312E-01;
1.344400000000000E+09;4.093053017663893E-01;8.774015461183986E-01;
1.345800000000000E+09;4.289052569875149E-01;8.687733132464167E-01;
1.347200000000000E+09;4.481216276124421E-01;8.599754931845071E-01;
1.348600000000000E+09;4.664166940656473E-01;8.509974409242541E-01;
1.350000000000000E+09;4.839592818283390E-01;8.418519182340913E-01;
1.351400000000000E+09;5.011587379536320E-01;8.325022410863164E-01;
1.352800000000000E+09;5.177056086989000E-01;8.233334277681310E-01;
1.354200000000000E+09;5.333881251027182E-01;8.140738091489277E-01;
1.355600000000000E+09;5.492464450330909E-01;8.042711083394287E-01;
1.357000000000000E+09;5.645531866383797E-01;7.947685521346669E-01;
1.358400000000000E+09;5.791231614135232E-01;7.847754404756033E-01;
1.359800000000000E+09;5.934215652309375E-01;7.749123404332627E-01;
1.361200000000000E+09;6.074846940360406E-01;7.650680956759497E-01;
1.362600000000000E+09;6.210177502615031E-01;7.548375809086679E-01;
1.364000000000000E+09;6.339941460705907E-01;7.447501367401294E-01;
1.365400000000000E+09;6.464911580901554E-01;7.345020109103817E-01;
1.366800000000000E+09;6.587806090996963E-01;7.241165830824376E-01;
1.368200000000000E+09;6.705435272327006E-01;7.136254945414857E-01;
1.369600000000000E+09;6.820331791896123E-01;7.029334355699256E-01;
1.371000000000000E+09;6.933797936664069E-01;6.925748022754603E-01;
1.372400000000000E+09;7.041738345579798E-01;6.821707065551955E-01;
1.373800000000000E+09;7.144181260222814E-01;6.712198084598533E-01;
1.375200000000000E+09;7.240675904505405E-01;6.605569674419424E-01;
1.376600000000000E+09;7.337041503102211E-01;6.497077089187838E-01;
1.378000000000000E+09;7.429586926142917E-01;6.387374228788654E-01;
1.379400000000000E+09;7.520122518399319E-01;6.282392527657973E-01;
1.380800000000000E+09;7.603372825303558E-01;6.172012956177133E-01;
1.382200000000000E+09;7.682799042510563E-01;6.061769822083565E-01;
1.383600000000000E+09;7.756247243963063E-01;5.950728476069816E-01;
1.385000000000000E+09;7.827778159413370E-01;5.840529430672931E-01;
1.386400000000000E+09;7.892484609766285E-01;5.731525236801651E-01;
1.387800000000000E+09;7.948139693724321E-01;5.626097937371681E-01;
1.389200000000000E+09;7.996936213913253E-01;5.524400153035695E-01;
1.390600000000000E+09;8.043572938943024E-01;5.434856532429824E-01;
1.392000000000000E+09;8.089863512726843E-01;5.349539095154616E-01;
1.393400000000000E+09;8.140469573439928E-01;5.276680331390001E-01;
1.394800000000000E+09;8.200208734641493E-01;5.199024111714212E-01;
1.396200000000000E+09;8.263093187250589E-01;5.120560973555021E-01;
1.397600000000000E+09;8.326351737719860E-01;5.039272513220346E-01;
1.399000000000000E+09;8.386594051374349E-01;4.951974212717676E-01;
1.400400000000000E+09;8.443038636096871E-01;4.872691163408421E-01;
1.401800000000000E+09;8.504913745960841E-01;4.791920290141558E-01;
1.403200000000000E+09;8.566049683329938E-01;4.707133173877129E-01;
1.404600000000000E+09;8.630321637213443E-01;4.624416951713962E-01;
1.406000000000000E+09;8.692477545043228E-01;4.533222221043179E-01;
1.407400000000000E+09;8.750965008915729E-01;4.440626062015983E-01;
1.408800000000000E+09;8.807010600161636E-01;4.344728076356733E-01;
1.410200000000000E+09;8.858637993685706E-01;4.247562797410768E-01;
1.411600000000000E+09;8.906951233176339E-01;4.153829862457635E-01;
1.413000000000000E+09;8.949689091844842E-01;4.058298667030887E-01;
1.414400000000000E+09;8.988666787284633E-01;3.962627071957017E-01;
1.415800000000000E+09;9.030350917831420E-01;3.868038176029158E-01;
1.417200000000000E+09;9.064152460941370E-01;3.780858051545347E-01;
1.418600000000000E+09;9.101923424246799E-01;3.690934244971542E-01;
1.420000000000000E+09;9.134696683036343E-01;3.604983835492687E-01;
1.421400000000000E+09;9.171222459672438E-01;3.518047100318502E-01;
1.422800000000000E+09;9.208995435158887E-01;3.429195313508508E-01;
1.424200000000000E+09;9.240230928686451E-01;3.343383874535311E-01;
1.425600000000000E+09;9.273102607215139E-01;3.255051943360091E-01;
1.427000000000000E+09;9.303940382755965E-01;3.167851261602494E-01;
1.428400000000000E+09;9.332540141704191E-01;3.079667567147255E-01;
1.429800000000000E+09;9.360166029958475E-01;2.993875161554396E-01;
1.431200000000000E+09;9.382672796314201E-01;2.911172261912305E-01;
1.432600000000000E+09;9.408010699310285E-01;2.827853676219816E-01;
1.434000000000000E+09;9.433966869004408E-01;2.748605114447178E-01;
1.435400000000000E+09;9.461259823791315E-01;2.673374188343053E-01;
1.436800000000000E+09;9.488405945405161E-01;2.592883702096840E-01;
1.438200000000000E+09;9.517300297872329E-01;2.512512815077336E-01;
1.439600000000000E+09;9.546523014021280E-01;2.429815608096183E-01;
